id	filename	md5	size	state
bb6298cc-fbaf-481a-80e3-19de55768fc7	TCGA-Q3-AA2A-01Z-00-DX1.AED7B3D3-2279-4BA4-804B-88AC3FB86600.svs	433b237e2f35480dec952b5924b53a91	1377984605	released
139378a5-d6f3-40c2-86d5-126eb8adc16d	TCGA-FB-AAQ2-01Z-00-DX1.D1E4B28F-CAD4-47EE-9937-B2C454278A1B.svs	67d3c0281fa1daf5bc6a725ef18080b9	336211751	released
0fcf2ce1-6056-4eb7-9439-bed7c06d1a36	TCGA-FB-AAPZ-01Z-00-DX1.CDD2A57A-202B-44C1-8DC8-E8CE091DB510.svs	384e78216db8e0d8007b0204cbe7cb42	160909395	released
59aa35ce-ac1f-4f7d-9c9c-0649f3da23c1	TCGA-H8-A6C1-01Z-00-DX1.48F49369-4B4A-4B82-B779-52AE4582DE74.svs	30eec379c9a9895e386ee1bb663ca0cb	264370341	released
ce21a107-4a67-41b5-89e6-b1c523a5abb6	TCGA-IB-7893-01Z-00-DX1.C7A7560B-DF03-44CE-AF80-1BFA67BA2640.svs	dbe178a8a68feaadbcbb9a5b68158bb6	1808141829	released
08cafd20-c849-4689-bf4e-8ecdfe3e418c	TCGA-HZ-A77P-01Z-00-DX1.05234606-54DB-4F25-A67F-A0CEC47FB986.svs	4a72f12faffdd3d9485616bd6c14244d	365486356	released
9e731df0-6d7c-484b-ac68-c588aee57319	TCGA-F2-6879-01Z-00-DX1.89AFD7FC-14E1-4266-9AF3-193E1A610681.svs	3da0286a44bba2b474e25f80f932e9f3	303016633	released
88907301-2e37-4c8f-ab20-04091297eda0	TCGA-HV-A7OL-01Z-00-DX1.95E2E471-1F9D-4045-8A9B-27AF1C1D9EC3.svs	d5af140249b737959a49fc3bc5d618eb	530679857	released
694c8c5c-fb6f-4d1f-ade8-5c9d5b646bed	TCGA-IB-7644-01Z-00-DX1.A2E77093-90D2-4ED3-90EB-F14A03C3DA57.svs	39762923b3b5f3d66a1f3e9d7f6f72ac	2005042827	released
9f1316f2-2ceb-48ef-b315-6a34dfa810cf	TCGA-2J-AAB1-01Z-00-DX1.F3B4818F-9C3B-4C66-8241-0570B2873EC9.svs	eb91c5114b18dd45ecf567f0c21af6ba	1586853857	released
4ffbb1d3-5160-4391-8a43-6b781b247587	TCGA-HZ-8315-01Z-00-DX2.67A21E7E-128C-4F44-BA29-59CBC3108316.svs	9f28aba2e502b11cd5b6b96661b5aade	354705298	released
7fb86198-80d5-4a96-ab62-491a6dd13dad	TCGA-S4-A8RP-01Z-00-DX1.A4A3DC84-98EC-49C5-860F-D3C4E16A0E29.svs	3e0e60c1f74359dce1a28f4ef0817050	2834076569	released
422b117e-4ca3-4cde-a58c-2ee32b5bf128	TCGA-YY-A8LH-01Z-00-DX1.67ED3009-31EA-4061-80BC-17946D57872C.svs	f185bd2d438c0b28a85dbae7ef8aaeef	1295588649	released
957f4b98-40f0-4054-9afe-cb6669e390d9	TCGA-HZ-7918-01Z-00-DX1.2503fea5-bd82-43ca-be7d-ee24968c7026.svs	1f841fd3061b972b6f5a7428d29c863e	164715413	released
b7b719f6-73b2-40c0-bdb0-0e623b8e52d4	TCGA-HZ-7922-01Z-00-DX1.14560084-f9cf-454a-a3a3-ef6d7e190bb2.svs	8a4a3976c9756f1d2b06baaea7c5ea8c	435428979	released
0becff0b-7d24-4a03-850d-92effc395bc9	TCGA-3A-A9I7-01Z-00-DX1.23EE4A93-A298-4522-837E-3EE10172D66C.svs	d6f4ee9aed76823a87e703d17bcf9fd3	584961654	released
94b9a3ec-9bc6-4c7f-b0d8-df6fba4c578b	TCGA-FB-AAPP-01Z-00-DX1.CF68D027-E6FA-44E0-87AB-F9447977AA22.svs	3a67f4db037999d2dea04135388ffbe1	179369515	released
aeb3cdfa-00dd-4ade-9de8-02e49ef57c5b	TCGA-IB-AAUN-01Z-00-DX1.70F5AFF8-FECD-4BEE-AD00-E03F05D29B58.svs	ac2c1974635ccb58fd5ec63711a1f5a8	1206632411	released
d129b373-7b6a-451d-8749-88da9fac2993	TCGA-LB-A9Q5-01Z-00-DX1.3980D8B1-8477-495E-BAB2-8A31E244D3AF.svs	db75544cf7511f518720125ea888a4b6	1283548341	released
b7141cfa-0f8b-4c99-bd5d-36dd5274a2e4	TCGA-IB-7890-01Z-00-DX1.B71A3F90-DBD9-4010-9152-0DEF1459B93E.svs	058ca56768a7a1c9efa3715de84f114a	1130701623	released
f368e32d-7fda-49ee-8a60-0dddbc1b2dfd	TCGA-2J-AABE-01Z-00-DX1.F3951485-1412-4B86-80FB-64F72A2A87DD.svs	209343b53408a9e2efa77794d92583b1	1898959249	released
4b82cf00-6a82-4b1b-9f78-da43554aee1a	TCGA-RB-AA9M-01Z-00-DX1.3A709BA7-0E96-49D2-93A5-5193E6156E64.svs	8b333ecaf3dae8502ad801ac40507371	2505692782	released
6305896b-62c9-4102-b570-acafb3faf3ff	TCGA-IB-7651-01Z-00-DX1.1C7486E0-90C5-4EE4-A86B-FD67BF8C55FB.svs	44831ba635a6c4c00b6e4f01e907b264	2018405967	released
c318bbde-c485-4493-bf4c-6dbd111447b4	TCGA-2J-AABR-01Z-00-DX1.31C68170-831C-4A83-8CDF-9A07ED57A1AC.svs	252f073af8eac496fbf22292a1ec1113	1874785787	released
d5057f0b-3fc5-4f33-9291-2dba8a01c5be	TCGA-Q3-A5QY-01Z-00-DX1.C015DCEC-19B3-40E4-9E95-0313951D6AB9.svs	52510ffd7763fd5ee075e14edfc6a05c	1487231961	released
d08195eb-513d-4b7a-9988-05ea5e63d1b9	TCGA-FB-AAPS-01Z-00-DX1.BD33EF8C-A9ED-486C-A8A7-A91E5CD7FB8C.svs	af707fa305bcf511a092aee2ea3241cf	99759953	released
35b0047f-669d-4994-8a2e-adee94165b4f	TCGA-XD-AAUH-01Z-00-DX1.AB1476D1-15FD-44A2-ADF6-E6BC13EE5857.svs	5c4e7a6289aa7f5d752058f7f6164265	1390714939	released
822b6248-fe77-40dd-bb10-c39f0c02a37a	TCGA-HZ-8005-01Z-00-DX1.e49bbccf-eab2-4f2f-b882-406b90fb2020.svs	68bc7bdc16c6ec0e259220fdfdc544f1	168321289	released
1571f1c2-e6b5-41cf-a61d-69faac8ffea6	TCGA-HZ-7924-01Z-00-DX1.d73d1606-bda1-441b-ab00-69645fae6553.svs	25000928a419fc644a37b3ad91fb70a3	61940573	released
f815c47f-d06d-4128-a933-1e324f7d4c5e	TCGA-IB-AAUV-01Z-00-DX1.045691CD-E0F8-4992-BF49-43AF7F83C97A.svs	5e31dc090279ccbbed6d5cd1213ee8b1	2559702951	released
03e22302-bba1-464f-9771-1b4ce5107169	TCGA-F2-6880-01Z-00-DX1.9992FA04-D313-4B35-A130-F32A6687D662.svs	802cc61ebb4e664449f8954e43fb51c9	493546751	released
b1f23c43-d1bf-42d2-8961-8d557e2ae783	TCGA-F2-A8YN-01Z-00-DX1.1890B85A-9DF2-4158-BA7A-D1D6D8C3A579.svs	935e769451cdb9c1cf7ee37f15a742b2	894799980	released
ce41c1fb-7680-4333-b872-fc52237c7ebb	TCGA-US-A77J-01Z-00-DX1.72AE50D3-F776-4000-B6B0-C64194AB549F.svs	0a1ac9e2c6b2e0db80fca682c0b0afa3	1453870204	released
36e1076d-c237-4af8-8a49-6edf1fb5efef	TCGA-2J-AABK-01Z-00-DX1.AF5DE1FD-40EE-4149-8918-B53EC2DF727E.svs	a3658df4212afa9fc98f434c0e623156	1040826507	released
a6ed2592-c8ac-46f9-9059-94fcf785863d	TCGA-US-A779-01Z-00-DX1.67E123A6-0A8D-48F9-9A4B-1213E411B9B1.svs	22cdd41f6729bfdcd7d286aa71b02e9c	2451322836	released
668b4793-23eb-4ef7-9a1e-762eb1b6abdc	TCGA-US-A776-01Z-00-DX1.8901CF03-409B-4EB5-8C02-B17E9A538513.svs	c322ce6e15f17edc9f90631d71399c84	1161781709	released
868c42e2-3fb2-4ddb-9893-5159c25dc7d3	TCGA-3A-A9IO-01Z-00-DX1.79FDFA65-8025-4104-9AC9-43AC01B1F3BD.svs	4bc6fdfe97a1cfbc53f8c38c4637550b	207206942	released
0a5dd4c8-b643-4259-aefa-b62874d96096	TCGA-IB-7885-01Z-00-DX1.427683EF-C7FC-475E-A912-65E201262A49.svs	07d127578d539510a42206b26b7a424e	909711427	released
5a262b69-b855-415b-bbc5-883371d6a3a0	TCGA-2J-AABF-01Z-00-DX1.4895FC60-5DC3-4B36-97AB-634AC54E5B3E.svs	1aa98593b5f8ffd0cb804f09d05afbd0	1795680561	released
a74b3a27-811a-4665-ac9a-fea1b6b65e0b	TCGA-3A-A9IN-01Z-00-DX1.A4FED037-D993-4F71-B422-14FC4E468B4C.svs	0846a01e78b8677929f19fbefb4e1107	649331158	released
62eca979-a32c-4205-aa60-f9ed1cd97f99	TCGA-IB-A6UG-01Z-00-DX1.2EF1F819-ED99-40A1-A87B-79C1952E8055.svs	a54c3769735830f38be9845fa2b951a5	1305561097	released
e619e2cb-ef11-4479-9c59-2a44b0e6ea5a	TCGA-FZ-5922-01Z-00-DX1.3752F2A9-8A4D-4491-BFF9-CBEB61AC09F7.svs	dcdc13ef1e3bd2758a0cb594112a0268	1265572185	released
bb7f2e8e-6db2-44d3-8fb2-22b40266cec8	TCGA-F2-A7TX-01Z-00-DX1.2FB4B966-3F76-4BB7-B1E8-D6F651665479.svs	ab4bfddab3b93ae4bebf5a4f3762290f	1556613414	released
c3e98ec1-fe83-46d2-a72e-7bf0ce10a60f	TCGA-2J-AABU-01Z-00-DX1.CEA52D9E-43C5-447A-B8FA-AB07D186650E.svs	424aa5ae3f8f00312526bd5ae65dd17e	2337088585	released
bdb22c55-312c-4f6c-819f-8e237a79e6a8	TCGA-IB-7887-01Z-00-DX1.2C5FD9A8-2875-40E3-9F1D-83CAB93939D5.svs	f7d84c887eddeff4c19d176915799ed5	2749426179	released
8ebced8e-d13d-4e3e-bf18-c74e42e6897e	TCGA-S4-A8RO-01Z-00-DX1.B1208C32-6090-4734-BE7D-01131C390B2A.svs	48ea50c548af9d95dc69ec484686cccd	1826482617	released
377f4c55-83e2-4211-ba8f-7f3cf8577d75	TCGA-HZ-7923-01Z-00-DX1.e2011c5c-e379-4a49-bf45-5d749f9701ae.svs	752ccf23bed0d46426718cd57594ce90	210544353	released
d88a228d-af3d-42e1-9e75-523cf9162e25	TCGA-L1-A7W4-01Z-00-DX7.9A3DB7FF-B6BE-419F-856B-EB922AC99248.svs	e9fd833981a2f89a293363daf98353b4	1006847127	released
403e6f30-6874-42c9-8789-d6ee3cc06e1e	TCGA-Z5-AAPL-01Z-00-DX1.30371C08-9075-44A9-8ED7-560256D65A7C.svs	d696f2948d8fe5c9a7adb44510dcb445	968436515	released
3bde9dff-4d60-471c-a650-6d2781f4fd61	TCGA-FB-A78T-01Z-00-DX1.1DC04A89-2428-489B-A70E-0D9C6D2A5E61.svs	6c258aafa3e1b2a0ef9a22d682aeb81b	477368885	released
7a9ba77d-ce04-40ae-95c7-8c06690a6097	TCGA-FZ-5919-01Z-00-DX1.d554b4bf-9cf1-4327-91ed-0035d5273a1b.svs	f69055dc2922acbbbbad5f467fc6b483	762044567	released
d949082d-32c3-4432-b713-7aee1951c137	TCGA-IB-8126-01Z-00-DX1.5CC24796-D3DA-475E-8A71-C0652693DBE8.svs	0385503fd3a2ef9d62fa4ab127e4a0ad	1556631453	released
5b65c0a5-a053-49c4-9a63-5a6603f96ba4	TCGA-HV-A5A3-11Z-00-DX1.9611F9BB-C790-4EDE-96A9-84183B766686.svs	e389a68924f6f3456be92f6dc66b83df	448951747	released
b22d77ee-93f2-468f-87ff-085d8fbd2cdf	TCGA-3A-A9IU-01Z-00-DX1.4F627116-127B-4954-885F-8B2B4968F417.svs	851cff857af761f5e21e83e0e56f5562	429425656	released
959585e2-5ad1-44f4-9c30-827d16f33aa7	TCGA-2J-AABO-01Z-00-DX1.0AFA66C7-C6F7-4B74-AA3E-8900F231A193.svs	f0942ab473018f1bfa42ae960c875ac9	1856826101	released
3a6aa628-1ba9-43af-9629-c5440dfde8ae	TCGA-XD-AAUI-01Z-00-DX3.BFD443A8-20F9-4FE7-B8B7-5C96FAD34C68.svs	7b3361c4703bd8c3aebe38ffc041470e	936287265	released
928a0146-f9ab-4f05-8bb4-08c5af116755	TCGA-HV-AA8X-01Z-00-DX1.31D01D51-AF52-4C15-87EE-A6CA4299A860.svs	8af5701e0bd4bb319373607e0d75d21d	242982761	released
305ed194-7e0f-40a7-9b11-8021f00af92e	TCGA-FB-AAPY-01Z-00-DX1.06F4ED05-E333-48E1-91B9-345ACA41A4DF.svs	8b2563c5142b39dffe2a3d2c43b58c06	121950097	released
7d061275-b0e2-4b24-907a-5f7733e0e9f8	TCGA-IB-7646-01Z-00-DX1.532D893D-E7AC-4D64-A0A7-A1AB553E7673.svs	d5c5590f436aa82aa486d2eb2f976814	2443171721	released
3f5318cf-8fb9-4721-8036-7c466934ef09	TCGA-HZ-A9TJ-01Z-00-DX1.CB2953B6-9601-4300-BC89-AA90C954D176.svs	30b06b5d4782ae0b632117d7ff954c5a	78804186	released
43e2c2e2-f392-4b01-8c05-1bd31559eeef	TCGA-FB-A4P5-01Z-00-DX1.D5440110-D217-4B4C-A8D2-7261B430F440.svs	c5944467a052994b29f6344d9a1b88a8	747107325	released
006beaff-a5e3-47ac-ab49-7f94fe95c155	TCGA-FZ-5926-01Z-00-DX1.C6358107-5215-4A1A-B670-807730519D21.svs	41368a719b2dfff1ca028d5c45e09732	2272474201	released
f0c29235-af9b-4cbe-90a8-44c6e7139150	TCGA-IB-A7LX-01Z-00-DX1.4F89C037-AC3D-4F99-A82D-A5483A081422.svs	d965966330fe1729000cd4bf8b21f4d6	2289414513	released
2ffc03d2-bac6-4d0f-9741-75dd1fe26f07	TCGA-2L-AAQA-01Z-00-DX1.F5FDD572-4689-437B-8721-2D750AAEBBDF.svs	c92a43e9434e8280ed992f68b8e434ec	3119076078	released
cb548f1a-5625-42eb-a02f-a436ff2e46d2	TCGA-XD-AAUG-01Z-00-DX4.722A2015-9286-49C2-8DF4-177A74BE9C74.svs	49313ce2739a70af955c4db1ed516d9d	1748849903	released
9b49ad3b-1e8a-40cb-92f1-45ee0e934ad2	TCGA-PZ-A5RE-01Z-00-DX1.B7D46360-1C69-44D4-8256-077FA9779F1E.svs	24ff0fd5afa3adbc270c472f54bdef70	1659214652	released
5959f214-460a-4e06-9b07-c788283c8321	TCGA-3E-AAAZ-01Z-00-DX1.D87D3CD6-FBB2-4D30-A847-087F8505059B.svs	de12659cb50eb3ab6a8544c2c73d8bee	2358373794	released
37e9c31f-ea56-482e-a1eb-d1a09bdae491	TCGA-2J-AAB6-01Z-00-DX1.2FC4D66F-BFBB-48FA-AFCB-ABBC12F37E14.svs	2eae763fea163769c47d57ff9fa4f0e3	1615291643	released
56ece39b-c154-4bea-a92b-706955a175c5	TCGA-IB-7649-01Z-00-DX1.4C1EBF34-3C4B-4CF2-999A-976C3B1CC193.svs	2647b039f7747a28f73542a3713f81b1	1613053273	released
65818f32-1cfa-46b5-9438-576417fa5685	TCGA-HZ-A49H-01Z-00-DX1.CFFAEF74-33FB-4896-A644-EAF3E10DA19B.svs	00492d8afc7cbf9ac02e08709637a241	134098668	released
beb9720e-bd3d-4bc7-8db5-94788bf626a0	TCGA-IB-7647-01Z-00-DX1.9ECB677F-8B28-424B-81FC-0D0AD1E25865.svs	bb88390cfaf4abdd2c198c17afdd8f68	1431635201	released
82da2c3e-a3e8-4cd4-9f62-3e26f53faac1	TCGA-F2-A44G-01Z-00-DX1.AAA49F07-DF8D-46A0-A09B-35A64DFAFF49.svs	6b24d4df965da2cde24e8bc1bf5daab6	1824626286	released
26d9e393-2d1e-4727-938e-81c4c847ba2c	TCGA-HZ-8315-01Z-00-DX1.F6B3F80E-3630-426E-AB2C-7F2EC5B63BFC.svs	6cb7a1e02b60a730bccfd38b8097b6ad	354760920	released
31773ea9-3400-434b-8f48-511587bd0a4a	TCGA-HZ-8003-01Z-00-DX1.066fd925-db75-4d92-8ea6-5d4c3249fd5f.svs	171cce22738986c35c1667256add38d6	117215977	released
68a394e8-3a09-482e-abc7-b8291d5554a4	TCGA-L1-A7W4-01Z-00-DX4.B0FA6A94-3167-4DA6-9D10-F79EF1B2522D.svs	85f9350b5821d0545acccc401e25f81a	1795875711	released
2ff104bd-3113-4c2f-bae1-142f407c62a9	TCGA-IB-8127-01Z-00-DX1.C7035E56-9D24-4EEA-A09E-8276382193CC.svs	b83fcafd3574e54d9f9e08447d3a59fe	1601529847	released
754db64a-e628-4d12-8dcb-5942d6530208	TCGA-IB-AAUS-01Z-00-DX1.8DEC63C3-03F2-4DC2-8C0B-B771F976AD75.svs	b357863cdf7a78c09204ee950c2df886	1739745599	released
2040610d-5c6d-4971-a050-9004aff2ece2	TCGA-3A-A9IH-01Z-00-DX1.578316D1-186E-4AE4-BD6A-DA426DE87829.svs	e3f22846b67df994b0eb694ae03a7395	450034420	released
e6757a9f-de81-402c-8dba-0a8efd3c600c	TCGA-HZ-A4BH-01Z-00-DX1.5B272E81-F1AD-415E-A54B-41ACD44F279E.svs	d99c14a41ddfdc3397f771637cb26d81	137775592	released
b3e10bc9-507c-4319-95ed-e4c652d071cd	TCGA-2L-AAQI-01Z-00-DX1.4398192C-92A9-4224-AE67-89C40C696435.svs	9f3ce89b5367cfb3b32cc0e3c531d840	2576730752	released
c185bfaf-2918-4937-87b2-88159043b3e4	TCGA-HZ-A77O-01Z-00-DX1.C0F88C8F-C68C-457B-A0FF-3B483FCE7385.svs	cba303579ec67abe2500d6715b605000	320417292	released
703351e4-90bc-4147-9404-f7620efc63c0	TCGA-HV-AA8X-11Z-00-DX1.F976E711-34F6-4F00-B304-DEBEAB378890.svs	71683880233bcc2ca24f4c3120dd6e77	149107859	released
5da45324-98ac-4187-bdae-fe3cffd47ff7	TCGA-IB-7889-01Z-00-DX1.6D4EE9ED-5AE0-4AC2-B75C-2B26F562D346.svs	db77978a5e3d712597817d306e2f65ec	1503253525	released
57823db6-f950-48a0-bf68-f5c799d53af8	TCGA-M8-A5N4-01Z-00-DX1.5204F2DA-0DC4-42C4-B74C-37BBF0FD3492.svs	1482923644a5986a0d53657c3de29e5d	490171406	released
d5454877-e127-4008-b803-030072227168	TCGA-3A-A9J0-01Z-00-DX1.322C8475-A1E3-4877-B3B5-921FDDB9698F.svs	cfff1d40b37ef14a07a20d5655afd88c	770355678	released
4526dc2e-f941-442a-b0b8-d81352a9e9dd	TCGA-2L-AAQL-01Z-00-DX1.641D4EA1-ABC9-4121-BB2D-0EB694458505.svs	45313a6b887e6de6a91cebe45bbca6b5	1850528092	released
c0cb56e2-021d-4ae9-9f8b-d2e82655118f	TCGA-IB-A6UF-01Z-00-DX1.B5DE2588-B9C6-4F63-8784-A5599626D605.svs	1b963c90a272fec111d5e4513048a47b	2058907311	released
3f1a4be3-f0c0-4a20-b8ad-3b3751b948e2	TCGA-YB-A89D-01Z-00-DX1.8FCB30EE-4982-42D8-98CA-0A21945CADDD.svs	bfca9cd01f88772edf7f5f5ebf4ccbff	1741751817	released
4dff9fed-6186-4452-aa1e-7975922dd339	TCGA-HV-A5A4-11Z-00-DX1.304D1F4B-DE29-428C-B514-A93FF41A2B10.svs	bc7047b603336a91e5a4d2fafdb93ad9	337753779	released
a4fc2ecc-1cf4-4a47-a9a8-17c697ac4f7a	TCGA-3A-A9IZ-01Z-00-DX1.05A8CEDE-8440-4652-B2E0-B55A8CE1A09E.svs	bfc6ff8074c904075be8c1bd563d65fb	554085822	released
c78a6478-dd0b-4571-8d07-550323578b28	TCGA-L1-A7W4-01Z-00-DX5.C7876997-F7D0-48EC-8869-AB9457FFF6EB.svs	68c17fd9560128a987db1114c29b3062	1988874543	released
849de2fc-209b-4296-a8c8-8f633fc0661c	TCGA-L1-A7W4-01Z-00-DX1.ED80A619-B73C-41C0-A9DA-4D0E14BAC573.svs	8f753282dc2fa25fa2630fcaa5842ab1	2037033229	released
5db4e005-4c44-4786-8fee-c7d69ab37799	TCGA-XD-AAUL-01Z-00-DX1.45D24E87-C851-49EC-B106-9B3642BCF1C6.svs	a16e6fa53f8aa7efc9f2f761e15ba125	1656826077	released
fd27f8b9-c6f1-4634-9bed-85f2b8b8bcae	TCGA-IB-7897-01Z-00-DX1.86479ECF-CD39-4F98-9ADD-9E5235619570.svs	2a56188256c94b732fef4133724e9d36	2643367443	released
8e700f93-b94b-4b68-91a5-668c06613050	TCGA-XD-AAUH-01Z-00-DX5.BA7E6EED-124E-4A52-B97E-1BC8F16EF7B5.svs	9a36a17343b33eecc7ba6e688006133b	1584379791	released
d2641c8c-2bda-4ea4-a05d-f469408d2e5e	TCGA-HZ-8317-01Z-00-DX2.FDB366FF-AAA9-4FDC-A1F4-BA021904ED94.svs	595387ae43e7c1049cd9b32e50efe8d9	646263396	released
4b3ae33d-f2a1-4996-9f85-e17682109851	TCGA-OE-A75W-01Z-00-DX1.894F6D45-E3DA-4542-897F-754FF3D075BD.svs	e8e960dfd7214a70d57816666c38dbfd	915214821	released
4cc7b5fc-e8f9-4382-95b2-34cbd628ac33	TCGA-IB-AAUU-01Z-00-DX1.83137319-8229-4682-8BD3-9B9A5C6C997A.svs	6bdaa83c763fdf6f217aca208b90eddd	2560153795	released
d28f21a1-fb9d-4f54-98f6-a59901272dde	TCGA-IB-A5SS-01Z-00-DX1.899575C7-D239-4A04-8827-044F0D8868C8.svs	cb5b7f36f9b6eabbc8206275a708a138	1668435581	released
83198afb-ec21-4fc9-8fb4-5236b60209c1	TCGA-3E-AAAZ-01Z-00-DX2.945A6498-8124-4F65-AF38-A3E7E1343D28.svs	67d7f5e9e342986826ca1c9e40f829ae	2815844040	released
a9b04cc4-b0ed-419d-9646-83a1fb087e0f	TCGA-IB-7886-01Z-00-DX1.451DCD29-42FF-4A7C-885A-114F33ABCC06.svs	26f628e27bab33332c79990aef8e40c5	2089470839	released
ce27de74-88f6-4bea-9949-0198d5969d8f	TCGA-S4-A8RM-01Z-00-DX1.C8706817-A044-4498-B8B9-FA674F1334A1.svs	999629a16b6cbe1199eb70987291ece9	1644936941	released
fae9be6b-9e53-42ed-b2a3-544b949f3df2	TCGA-IB-AAUM-01Z-00-DX1.8B7ECD99-7552-47A2-A156-7AF7E4CC238E.svs	7602fff177c039b227b83d6973db6ee6	1877864993	released
e87a0ef1-092d-494e-a809-d7e915288e23	TCGA-IB-AAUW-01Z-00-DX1.61D22476-3561-48FD-AB26-B9B68FD99899.svs	95bd60002d6937910f4e72eaf3967b11	1820414343	released
3a8ff0ec-2f60-4e61-90f4-6d6d734c8661	TCGA-XD-AAUG-01Z-00-DX2.399A092E-A846-4D0F-ABF8-7E773FEF2CC8.svs	22b0a07e1ca48bb29b07f16b0eef15c1	1730829345	released
e91968b3-fddd-4e48-87e3-ca51480b5968	TCGA-XD-AAUH-01Z-00-DX4.2392D167-7DB6-4DC0-9E17-AA825ADAC18A.svs	57aab4a9355c10c9626ae602da48edfb	612399781	released
cf67c460-d88a-41d1-add1-d48c609ea324	TCGA-IB-AAUP-01Z-00-DX1.88461844-4FC6-4075-BE97-B5A239A3A260.svs	a12fe6edfc29fc3e9f6ba5ed314062e9	2027487811	released
2d37da49-5c9e-4e29-8433-653f50dcf660	TCGA-HV-A5A6-01Z-00-DX1.4F693947-9418-42BD-A455-E7F9EE336D4A.svs	e964e03075c4661379240f04ce3da068	221999701	released
01ac810a-ab50-456b-bc54-417d757cc8f2	TCGA-2J-AABA-01Z-00-DX1.93B2B4EF-C302-4D00-ABE3-4862ACC81659.svs	d7698812180e0db187156523dc646c07	458397969	released
f1b7644c-a299-4a7a-874a-a3f1dcf1fb63	TCGA-F2-A44H-01Z-00-DX1.98C75E19-10DE-434A-AF1B-CDD182F6EDD5.svs	6debc67b135d9ff5d2d66cacbca65726	856087730	released
100b6a37-b456-49dd-803d-63c07f490a6f	TCGA-2J-AAB8-01Z-00-DX1.6ED96ECC-50A5-4957-A7A8-EDDC0E3447AF.svs	767fc780c5665d89e1956e0b0a77315a	1081174111	released
1afa5b0a-2ba9-4099-96f7-f189375d0d38	TCGA-L1-A7W4-01Z-00-DX2.DC282E94-D7E9-420F-BFE3-A4256DB75DC1.svs	2507fb83370537aae6bed35ab73aea4b	1580618843	released
135d609e-a351-4c9b-b91b-33cb62816259	TCGA-FB-AAPU-01Z-00-DX1.D0C41C8C-F73A-4E3C-AAB5-6C8529E3B50B.svs	89b2e828f6467830f8b44a4c15e027c9	451311651	released
76e9e1d8-ce04-44f4-8d76-c65e0f44d489	TCGA-IB-A7M4-01Z-00-DX1.4B58AE26-6F2F-4463-A9B8-67DB1C74B1B1.svs	633c2f08884ff752ee632d78e77de0dd	2491698337	released
91d931da-eee4-42cf-99e3-2004cdf9eff3	TCGA-XD-AAUG-01Z-00-DX5.0D1407BE-75F7-4827-98C8-0DA395EE4F96.svs	6663a52bd3c223e214f9005cda4c99fb	990918497	released
9db94e84-0880-4a0f-82ce-8223ae21700c	TCGA-2J-AABI-01Z-00-DX1.3D4AC096-FF28-4BAE-9DA2-43247C36BD24.svs	b5a0e0155f0a133233b50f601025dbd1	1736869019	released
a33cac91-b60f-4e1e-915b-75b26f4d8acb	TCGA-FZ-5924-01Z-00-DX1.9F9725EC-5C59-494D-9387-22863D4F103D.svs	af1c63f872c0430a025daf64c9c7fc65	1393524751	released
47b3c625-73cb-420d-8b37-2f539ade78b4	TCGA-IB-A5SQ-01Z-00-DX1.790002F9-0B3B-44F6-A888-82E87FC78B73.svs	92088724ebed842fb2f594ab1868e6f7	2381369335	released
